0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Shot Chart Detail,0020300906,257,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,50,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,33,1,1,20040307,LAL,NJN
Shot Chart Detail,0020300906,262,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040307,LAL,NJN
Shot Chart Detail,0020300906,271,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,6,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-23,45,1,0,20040307,LAL,NJN
Shot Chart Detail,0020300906,301,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,17,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040307,LAL,NJN
Shot Chart Detail,0020300906,318,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,1,36,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040307,LAL,NJN
Shot Chart Detail,0020300906,335,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,0,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040307,LAL,NJN
Shot Chart Detail,0020300906,377,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,17,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,69,31,1,0,20040307,LAL,NJN
Shot Chart Detail,0020300906,396,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,5,39,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,69,64,1,0,20040307,LAL,NJN
Shot Chart Detail,0020300906,400,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,5,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040307,LAL,NJN
Shot Chart Detail,0020300906,429,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,44,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040307,LAL,NJN
Shot Chart Detail,0020300906,451,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,1,0,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,61,1,0,20040307,LAL,NJN
Shot Chart Detail,0020300916,8,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,21,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,20,1,0,20040308,UTA,LAL
Shot Chart Detail,0020300916,12,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,36,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,31,82,1,0,20040308,UTA,LAL
Shot Chart Detail,0020300916,37,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,6,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040308,UTA,LAL
Shot Chart Detail,0020300916,94,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,0,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-128,-5,1,0,20040308,UTA,LAL
Shot Chart Detail,0020300916,149,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,6,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,10,1,0,20040308,UTA,LAL
Shot Chart Detail,0020300916,179,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,12,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040308,UTA,LAL
Shot Chart Detail,0020300916,273,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040308,UTA,LAL
Shot Chart Detail,0020300916,294,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,6,48,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-10,58,1,0,20040308,UTA,LAL
Shot Chart Detail,0020300916,395,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,56,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-56,31,1,0,20040308,UTA,LAL
Shot Chart Detail,0020300916,399,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040308,UTA,LAL
Shot Chart Detail,0020300916,430,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,3,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040308,UTA,LAL
Shot Chart Detail,0020300916,431,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,3,57,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040308,UTA,LAL
Shot Chart Detail,0020300926,74,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,55,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,12,1,0,20040310,BOS,LAL
Shot Chart Detail,0020300926,86,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,3,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,17,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,115,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,1,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,13,1,0,20040310,BOS,LAL
Shot Chart Detail,0020300926,117,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,1,16,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,13,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,207,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,6,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,7,1,0,20040310,BOS,LAL
Shot Chart Detail,0020300926,221,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,26,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,245,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,3,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-25,17,1,0,20040310,BOS,LAL
Shot Chart Detail,0020300926,299,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,58,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,0,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,311,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,52,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,428,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,10,33,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-13,53,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,441,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,9,24,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,7,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,474,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,6,39,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-5,49,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,514,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,25,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,10,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,524,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,1,17,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,5,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300926,549,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,0,20,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,12,1,1,20040310,BOS,LAL
Shot Chart Detail,0020300943,58,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,5,28,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040312,MIN,LAL
Shot Chart Detail,0020300943,76,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,3,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-46,51,1,0,20040312,MIN,LAL
Shot Chart Detail,0020300943,78,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,3,34,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040312,MIN,LAL
Shot Chart Detail,0020300943,95,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,1,8,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-33,56,1,1,20040312,MIN,LAL
Shot Chart Detail,0020300943,148,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,8,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,154,-6,1,0,20040312,MIN,LAL
Shot Chart Detail,0020300943,154,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,8,25,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-28,53,1,1,20040312,MIN,LAL
Shot Chart Detail,0020300943,166,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,18,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,47,61,1,1,20040312,MIN,LAL
Shot Chart Detail,0020300943,169,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,6,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,79,61,1,0,20040312,MIN,LAL
Shot Chart Detail,0020300943,205,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,3,36,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,18,43,1,0,20040312,MIN,LAL
Shot Chart Detail,0020300943,287,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-128,5,1,0,20040312,MIN,LAL
Shot Chart Detail,0020300943,300,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,5,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040312,MIN,LAL
Shot Chart Detail,0020300943,318,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,3,34,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040312,MIN,LAL
Shot Chart Detail,0020300943,320,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,3,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040312,MIN,LAL
Shot Chart Detail,0020300943,397,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,55,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-66,53,1,0,20040312,MIN,LAL
Shot Chart Detail,0020300943,442,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,4,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,84,15,1,1,20040312,MIN,LAL
Shot Chart Detail,0020300952,3,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-16,66,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,16,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,9,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,26,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040313,CHI,LAL
Shot Chart Detail,0020300952,34,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,7,8,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040313,CHI,LAL
Shot Chart Detail,0020300952,95,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,2,53,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,103,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,2,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040313,CHI,LAL
Shot Chart Detail,0020300952,113,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,0,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-43,81,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,206,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,244,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,1,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,263,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,11,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040313,CHI,LAL
Shot Chart Detail,0020300952,282,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-135,-28,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,305,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,6,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,319,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,56,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040313,CHI,LAL
Shot Chart Detail,0020300952,324,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,399,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,11,22,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,74,30,1,1,20040313,CHI,LAL
Shot Chart Detail,0020300952,416,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,9,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-130,-11,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300952,420,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,9,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040313,CHI,LAL
Shot Chart Detail,0020300952,441,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,6,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040313,CHI,LAL
Shot Chart Detail,0020300966,40,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,25,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,13,79,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300966,66,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,5,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-99,54,1,0,20040315,LAL,ORL
Shot Chart Detail,0020300966,70,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300966,79,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040315,LAL,ORL
Shot Chart Detail,0020300966,80,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,0,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300966,93,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,3,11,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300966,199,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,4,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300966,246,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,1,38,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,21,66,1,0,20040315,LAL,ORL
Shot Chart Detail,0020300966,268,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040315,LAL,ORL
Shot Chart Detail,0020300966,299,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,1,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300966,347,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,35,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,77,10,1,0,20040315,LAL,ORL
Shot Chart Detail,0020300966,381,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,3,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040315,LAL,ORL
Shot Chart Detail,0020300966,383,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,2,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-26,66,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300966,458,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,36,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-15,81,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300966,470,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,6,47,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,64,12,1,0,20040315,LAL,ORL
Shot Chart Detail,0020300966,485,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,5,53,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040315,LAL,ORL
Shot Chart Detail,0020300966,557,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,5,3,26,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040315,LAL,ORL
Shot Chart Detail,0020300981,16,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,9,48,Made Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-21,86,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300981,74,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,2,56,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-3,82,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300981,81,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,2,31,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300981,168,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,6,28,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,66,15,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300981,194,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,4,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,25,1,0,20040317,LAC,LAL
Shot Chart Detail,0020300981,203,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,3,25,Made Shot,Follow Up Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300981,209,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,2,14,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040317,LAC,LAL
Shot Chart Detail,0020300981,211,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,2,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040317,LAC,LAL
Shot Chart Detail,0020300981,213,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,2,6,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300981,324,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,1,54,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-69,23,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300981,337,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,0,0,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300981,428,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,3,23,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,82,1,0,20040317,LAC,LAL
Shot Chart Detail,0020300981,434,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040317,LAC,LAL
Shot Chart Detail,0020300995,11,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,29,49,1,0,20040319,LAL,LAC
Shot Chart Detail,0020300995,21,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,9,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040319,LAL,LAC
Shot Chart Detail,0020300995,173,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,12,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,72,123,1,0,20040319,LAL,LAC
Shot Chart Detail,0020300995,203,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,21,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,13,61,1,1,20040319,LAL,LAC
Shot Chart Detail,0020300995,341,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040319,LAL,LAC
Shot Chart Detail,0020300995,394,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,11,43,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-46,109,1,1,20040319,LAL,LAC
Shot Chart Detail,0020300995,473,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,4,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20040319,LAL,LAC
Shot Chart Detail,0020300995,495,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,2,16,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040319,LAL,LAC
Shot Chart Detail,0020301012,126,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,11,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-84,25,1,1,20040321,LAL,MIL
Shot Chart Detail,0020301012,138,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,8,43,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040321,LAL,MIL
Shot Chart Detail,0020301012,142,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,8,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040321,LAL,MIL
Shot Chart Detail,0020301012,167,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,14,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-25,51,1,0,20040321,LAL,MIL
Shot Chart Detail,0020301012,170,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,4,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20040321,LAL,MIL
